time_s,EAR,below_threshold
0.0014758110046386719,0.31400659774471607,0
0.0319669246673584,0.3247815125777915,0
0.059171438217163086,0.3011762563405572,0
0.11076140403747559,0.10719792623628566,1
0.1461019515991211,0.11850713286195319,1
0.1759638786315918,0.14806702188583792,0
0.20766282081604004,0.1624692763386521,0
0.24984073638916016,0.2270790403537586,0
0.2795681953430176,0.20939745304391677,0
0.31220173835754395,0.23451867344771105,0
0.3436872959136963,0.2601994354988728,0
0.3749885559082031,0.284922557605338,0
0.40503597259521484,0.259631995256051,0
0.4391040802001953,0.2513670012091622,0
0.46969056129455566,0.2742480431623208,0
0.509972333908081,0.27294699342376977,0
0.543135404586792,0.26510583713532054,0
0.575455904006958,0.23084058724782489,0
0.6077427864074707,0.22783395546482288,0
0.6711845397949219,0.11364258416200193,1
0.706122875213623,0.1442108608309176,0
0.7397139072418213,0.14997510511529558,0
0.767986536026001,0.14715181233186642,0
0.7957534790039062,0.2070642766316461,0
0.8260018825531006,0.20715847982361307,0
0.8564960956573486,0.2625041461031408,0
0.8907878398895264,0.27032170142036904,0
0.9258344173431396,0.2859936949984769,0
0.9618401527404785,0.2673870858668742,0
0.9933319091796875,0.278230958126819,0
1.0242226123809814,0.2806196710582438,0
1.056905746459961,0.347571198163626,0
1.086717128753662,0.34686935959605014,0
1.1141014099121094,0.3337995218457898,0
1.143941879272461,0.3453736814200159,0
1.1798889636993408,0.3267715308688608,0
1.2106349468231201,0.34923236539236724,0
1.2426879405975342,0.32281732217407483,0
1.272010326385498,0.359691013098402,0
1.3104534149169922,0.3626071801419472,0
1.342871904373169,0.3409065252516869,0
1.3751542568206787,0.3838470937371117,0
1.4062020778656006,0.3866153159405511,0
1.4410135746002197,0.26186927432648377,0
1.4717178344726562,0.3026955517235043,0
1.503213882446289,0.3373444044229698,0
1.5349457263946533,0.3285796032803127,0
1.5693202018737793,0.32280542322063666,0
1.6011567115783691,0.3191370112893329,0
1.6326353549957275,0.29064887131260264,0
1.6593260765075684,0.2883345771404917,0
1.7097973823547363,0.2448425490337356,0
1.742177963256836,0.23624478258182402,0
1.7756426334381104,0.2069303548643101,0
1.806950330734253,0.21118029917178835,0
1.8392972946166992,0.17221924721042425,0
1.868537425994873,0.1973151042121058,0
1.9020240306854248,0.16912346649071186,0
1.931459903717041,0.21050273153618637,0
1.9663190841674805,0.23294233662226865,0
1.993762493133545,0.2096639180876379,0
2.0299248695373535,0.27537348543552487,0
2.059732675552368,0.28022249072145056,0
2.1122426986694336,0.29490989533829803,0
2.143577814102173,0.2929920969670789,0
2.175231456756592,0.3004167815880161,0
2.207257032394409,0.3004830750686377,0
2.2406647205352783,0.3025776040731309,0
2.27044677734375,0.31641843285060667,0
2.3031632900238037,0.338645018376403,0
2.3365421295166016,0.3197329398526975,0
2.3663082122802734,0.3668327074575154,0
2.39444899559021,0.35825024351633894,0
2.431532382965088,0.42628953123927726,0
2.4613144397735596,0.4096904399823973,0
2.5107662677764893,0.4188673815906063,0
2.549016237258911,0.42623007673421165,0
2.578782796859741,0.4226898798944034,0
2.609092950820923,0.4326774833652073,0
2.6422972679138184,0.43554941265187774,0
2.6747233867645264,0.4487841299874154,0
2.711333990097046,0.4209407453185774,0
2.741654872894287,0.4327684763261207,0
2.7746472358703613,0.4082995060340783,0
2.809720754623413,0.4438723146617358,0
2.8445236682891846,0.44941844887294424,0
2.876373529434204,0.4525035831169475,0
2.910078525543213,0.40777715239241247,0
2.940483808517456,0.4067317712636688,0
2.9739527702331543,0.3112416095487357,0
3.006355047225952,0.3692446302958663,0
3.0399763584136963,0.17349481258568733,0
3.071704864501953,0.20511785129686344,0
3.103975296020508,0.2738299497059553,0
3.131920099258423,0.2824261176413085,0
3.168041229248047,0.3259677451830575,0
3.201054334640503,0.33439556187529185,0
3.231959581375122,0.3596568634030372,0
3.260377883911133,0.3496373393509953,0
3.3141326904296875,0.3658378790378909,0
3.345700979232788,0.35802487025437324,0
3.377899646759033,0.3527311459016441,0
3.4114558696746826,0.3340509827580424,0
3.439544200897217,0.35148953300500924,0
3.4727377891540527,0.3642946311538173,0
3.5030620098114014,0.3498466278330123,0
3.5323073863983154,0.3435575115355751,0
3.570136547088623,0.31895257014009726,0
3.600191593170166,0.3093883004344731,0
3.631338357925415,0.3059158380521863,0
3.663156509399414,0.3007683100233361,0
3.7099504470825195,0.2183053872702514,0
3.7415850162506104,0.19181085102347534,0
3.7758870124816895,0.23602916838251847,0
3.808336019515991,0.2814915714861977,0
3.8392908573150635,0.3071190816542697,0
3.8739304542541504,0.31860145619091573,0
3.911098003387451,0.293620820669489,0
3.941744089126587,0.2821686764332558,0
3.973499059677124,0.25603583718988515,0
4.005329847335815,0.29119866122656496,0
4.03893518447876,0.2446334983587064,0
4.069674968719482,0.26503223331988063,0
4.109884738922119,0.239354545021553,0
4.143474340438843,0.2764520758085164,0
4.173790693283081,0.2780111262286205,0
4.208839416503906,0.27774897089598416,0
4.2440080642700195,0.22215589898051302,0
4.273380279541016,0.25783683336950786,0
4.301927804946899,0.2748444172798984,0
4.332284450531006,0.2623693576804574,0
4.3671159744262695,0.283849333273636,0
4.401092529296875,0.2830261924801174,0
4.430027723312378,0.2792542922711935,0
4.462088346481323,0.28518676961951495,0
4.513379335403442,0.295800181418586,0
4.555759429931641,0.28862884554000556,0
4.588373422622681,0.29968473305239757,0
4.61804723739624,0.322717993868905,0
4.646151542663574,0.3431404446133539,0
4.676974773406982,0.33201191463824253,0
4.7109808921813965,0.2804946483034717,0
4.740629196166992,0.30350645036443125,0
4.7758948802948,0.3497628511837524,0
4.808068752288818,0.3473281399416985,0
4.839950799942017,0.2851121181723453,0
4.872504949569702,0.2760252127768822,0
4.909775495529175,0.3141056314711213,0
4.942438125610352,0.3195645745614467,0
4.976289510726929,0.1816327562992869,0
5.010659694671631,0.15275854828058272,0
5.044853210449219,0.1557745292649455,0
5.078076601028442,0.14600579805147706,0
5.11310076713562,0.07831784105239287,1
5.143744468688965,0.10833835437626496,1
5.180027961730957,0.10356642679696368,1
5.213097810745239,0.1024053592810153,1
5.245673418045044,0.29049159318994683,0
5.27480673789978,0.2715744571919314,0
5.311516284942627,0.3662855895847157,0
5.342139959335327,0.37074784830260776,0
5.373396158218384,0.3619321726472618,0
5.412315607070923,0.3570811000311813,0
5.445235729217529,0.33967330148800956,0
5.480396509170532,0.3334190366752218,0
5.508230924606323,0.2906974479202923,0
5.54384446144104,0.3093906645101856,0
5.574246644973755,0.06716187913660279,1
5.6105310916900635,0.06369732643032164,1
5.640197277069092,0.06973374922151143,1
5.675009250640869,0.06134148994121194,1
5.711864709854126,0.30638881765640213,0
5.744492053985596,0.2829184819440693,0
5.781184911727905,0.33242118725545233,0
5.8115057945251465,0.32853925396151706,0
5.841047048568726,0.33580153632764037,0
5.872461557388306,0.34607659658574463,0
5.912225008010864,0.34566108295579456,0
5.942925214767456,0.3623168548018003,0
5.984808444976807,0.35625303207250814,0
6.015054702758789,0.3653813883176411,0
6.0431623458862305,0.29620228722981057,0
6.075383901596069,0.2942860837805578,0
6.109660863876343,0.04912349571835454,1
6.14134955406189,0.04746803821354026,1
6.176391363143921,0.11490652246855602,1
6.211188077926636,0.11529130016853655,1
6.240819692611694,0.28719648803740283,0
6.273006200790405,0.2821740613604927,0
6.303717613220215,0.28954041699906596,0
6.336986303329468,0.2980623184985576,0
6.373285531997681,0.3038511559874584,0
6.404061794281006,0.30524904060822533,0
6.437676429748535,0.2603788039157849,0
6.471736431121826,0.25687013662799885,0
6.511477470397949,0.09025546972482235,1
6.547698497772217,0.09771408112053609,1
6.578343391418457,0.09693472012594836,1
6.620654582977295,0.10186523997578592,1
6.657564401626587,0.057285591096069025,1
6.691169261932373,0.061526106446343556,1
6.721901178359985,0.06645311747411403,1
6.754108667373657,0.07019364875956588,1
6.787339210510254,0.1969523614949144,0
6.818403720855713,0.19692952922245452,0
6.849608659744263,0.13505918429200675,0
6.882617235183716,0.12419908273870592,1
6.913660049438477,0.1426680016318912,0
6.945435285568237,0.1432451712737102,0
6.9810707569122314,0.07888658883574455,1
7.015449285507202,0.07482240480836769,1
7.046590328216553,0.086810065015769,1
7.078815221786499,0.08406831208202872,1
7.110019207000732,0.07840508479965327,1
7.14166259765625,0.07751523338692248,1
7.176551342010498,0.060003253255019956,1
