time_s,EAR,below_threshold
0.001993417739868164,0.3296617680113747,0
0.03597283363342285,0.32838464130990563,0
0.07012271881103516,0.3302659726276265,0
0.10373425483703613,0.3145669203343036,0
0.1350691318511963,0.3097115714376887,0
0.16704154014587402,0.3294146294760606,0
0.20220637321472168,0.3386050224797447,0
0.242995023727417,0.32143940333737475,0
0.283679723739624,0.32423545433969025,0
0.3173341751098633,0.328893414946212,0
0.35148048400878906,0.32776096036395974,0
0.38573789596557617,0.3319033323797793,0
0.42192959785461426,0.31849735968839704,0
0.4564030170440674,0.3276068052877201,0
0.49270081520080566,0.3326774936172202,0
0.5262148380279541,0.31642930261237934,0
0.5600297451019287,0.318372902022558,0
0.59580397605896,0.30978901308684936,0
0.6318418979644775,0.31548889969353,0
0.6698544025421143,0.3012821830829424,0
0.727816104888916,0.2986629944755848,0
0.7675399780273438,0.2987932351742485,0
0.8002429008483887,0.3056228414525223,0
0.8329870700836182,0.3142015074525666,0
0.8692362308502197,0.3188321705781123,0
0.9048867225646973,0.3214334028419471,0
0.9431023597717285,0.31723546943218806,0
0.9769632816314697,0.3181030401567493,0
1.0106937885284424,0.3121201275282217,0
1.044198989868164,0.3212083563830921,0
1.0795059204101562,0.31500008014907344,0
1.1135032176971436,0.319724027084887,0
1.1513781547546387,0.3065248607338692,0
1.190798044204712,0.3129656556404933,0
1.2305562496185303,0.30233583233469524,0
1.2690293788909912,0.31521611385404946,0
1.3065168857574463,0.12865379517345454,1
1.3453259468078613,0.12231466685792607,1
1.384096622467041,0.06920157385492151,1
1.4213361740112305,0.06367943132711151,1
1.456383228302002,0.07062091539838086,1
1.4917073249816895,0.07250306993946454,1
1.5281031131744385,0.08218386845223996,1
1.5913219451904297,0.12231236063173656,1
1.6259596347808838,0.12289461442647712,1
1.660513162612915,0.09098480290207422,1
1.695091962814331,0.11402262432270638,1
1.735133409500122,0.11616960016968872,1
